OCID,CONTRACT_TITLE,CONTRACT_TYPE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,CONTRACT_START_DATE,CONTRACT_AMOUNT,CONTRACT_CURRENCY,País
1272,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,2329.10030784203,USD,México
1273,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,2794.92036941044,USD,México
1274,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,11645.5015392102,USD,México
1275,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,18865.7124935204,USD,México
1276,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,129963.797177585,USD,México
1277,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,4891.11064646826,USD,México
1278,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,19098.6225243046,USD,México
1279,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,9316.40123136812,USD,México
1280,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,5822.75076960508,USD,México
1281,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,99452.5831448547,USD,México
1282,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,32607.4043097884,USD,México
1283,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,6521.48086195768,USD,México
1284,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,6055.66080038928,USD,México
1285,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,2794.92036941044,USD,México
1286,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,17701.1623395994,USD,México
1287,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,16070.79212411,USD,México
1288,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,19331.5325550889,USD,México
1289,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,14673.3319394048,USD,México
1290,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,20496.0827090099,USD,México
1291,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,3959.47052333145,USD,México
1292,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,8384.76110823131,USD,México
1293,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,4658.20061568406,USD,México
1294,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,27250.4736017518,USD,México
1295,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,12344.2316315628,USD,México
1296,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,3260.74043097884,USD,México
1297,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,51240.2067725247,USD,México
1298,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,14673.3319394048,USD,México
1299,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,3260.74043097884,USD,México
1300,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,1397.46018470522,USD,México
1301,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,1863.28024627362,USD,México
1302,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,4425.29058489986,USD,México
1303,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,24222.6432015571,USD,México
1304,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,34004.8644944936,USD,México
1305,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,698.730092352609,USD,México
1306,Darunavir 600mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,931.640123136812,USD,México
1307,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,4363.1028222966,USD,México
1308,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,7956.24632301145,USD,México
1309,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,2463.86982906161,USD,México
1310,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,10830.7611235833,USD,México
1311,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,2669.19231481674,USD,México
1312,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,4773.74779380687,USD,México
1313,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,29977.0829202496,USD,México
1314,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,11087.4142307772,USD,México
1315,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,46813.5267521706,USD,México
1316,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,6621.65016560307,USD,México
1317,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,10882.0917450221,USD,México
1318,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,37574.0148931895,USD,México
1319,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,17503.7419106252,USD,México
1320,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,307.983728632701,USD,México
1321,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,89007.2975748506,USD,México
1322,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,17093.0969391149,USD,México
1323,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,22020.8365972381,USD,México
1324,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,6672.98078704186,USD,México
1325,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,7750.92383725631,USD,México
1326,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,14475.235245737,USD,México
1327,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,33313.5733137705,USD,México
1328,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,13859.2677884716,USD,México
1329,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,26743.2537696062,USD,México
1330,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,8469.55253739928,USD,México
1331,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,5851.69084402132,USD,México
1332,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,6057.01332977646,USD,México
1333,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,54410.4587251105,USD,México
1334,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,23252.7715117689,USD,México
1335,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,8264.23005164415,USD,México
1336,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,75917.9891079608,USD,México
1337,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,16785.1132104822,USD,México
1338,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,1231.9349145308,USD,México
1339,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,1745.24112891864,USD,México
1340,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,5184.39276531714,USD,México
1341,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,5081.73152243957,USD,México
1342,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,2053.22485755134,USD,México
1343,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,15296.5251887575,USD,México
1344,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,4363.1028222966,USD,México
1345,Lopinavir + Ritonavir 200mg+50mg,LICITACIÓN PÚBLICA,Licitación,CENSIDA,"EVOLUTION PROCES, S.A. DE C.V.",2018-08-31,51.3306214387835,USD,México
1346,COBICISTAT + ELVITEGRAVIR + TENOFOVIR ALAFENAMIDA + EMTRICITABINA,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,34618.9305095998,USD,México
1347,COBICISTAT + ELVITEGRAVIR + TENOFOVIR ALAFENAMIDA + EMTRICITABINA,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,1975.25429334053,USD,México
1348,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,31.230329788998,USD,México
1349,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,687.067255357956,USD,México
1350,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,1311.67385113792,USD,México
1351,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,124.921319155992,USD,México
1352,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,468.45494683497,USD,México
1353,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,124.921319155992,USD,México
1354,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,468.45494683497,USD,México
1355,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,1342.90418092691,USD,México
1356,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,1124.29187240393,USD,México
1357,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,31.230329788998,USD,México
1358,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,187.381978733988,USD,México
1359,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,62.460659577996,USD,México
1360,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,405.994287256974,USD,México
1361,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,655.836925568958,USD,México
1362,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,124.921319155992,USD,México
1363,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,62.460659577996,USD,México
1364,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,249.842638311984,USD,México
1365,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,936.90989366994,USD,México
1366,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,811.988574513948,USD,México
1367,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,249.842638311984,USD,México
1368,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,62.460659577996,USD,México
1369,Emtricitabina 200mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES , S.A. DE C.V.",2018-08-31,218.612308522986,USD,México
1370,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-31,954.359705940319,USD,México
1371,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-31,2792.38580626982,USD,México
1372,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-31,318.119901980106,USD,México
1373,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-31,106.039967326702,USD,México
1374,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-31,494.853180857943,USD,México
1375,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-31,1873.37275610507,USD,México
1376,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-31,2332.87928118745,USD,México
1377,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-31,282.773246204539,USD,México
1378,Zidovudina 50mg/5ml solucion oral frasco 240 ml,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"COMERCIALIZADORA PHARMACEUTICA COMPHARMA , S.A. DE C.V.",2018-08-31,742.279771286915,USD,México
1379,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,3757.61668807618,USD,México
1380,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,34160.1517097834,USD,México
1381,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,5124.02275646751,USD,México
1382,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,7002.8311005056,USD,México
1383,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,4953.22199791859,USD,México
1384,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,5124.02275646751,USD,México
1385,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,25278.5122652397,USD,México
1386,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,25278.5122652397,USD,México
1387,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,183440.014681537,USD,México
1388,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,512.402275646751,USD,México
1389,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,24595.3092310441,USD,México
1390,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,3586.81592952726,USD,México
1391,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,6319.62806630993,USD,México
1392,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,75152.3337615235,USD,México
1393,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,9223.24096164152,USD,México
1394,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,10589.6470300329,USD,México
1395,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,6832.03034195668,USD,México
1396,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,4953.22199791859,USD,México
1397,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,6832.03034195668,USD,México
1398,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,13151.6584082666,USD,México
1399,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,3074.41365388051,USD,México
1400,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,14518.064476658,USD,México
1401,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,5636.42503211426,USD,México
1402,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,9735.64323728827,USD,México
1403,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,8540.03792744585,USD,México
1404,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,8881.63944454369,USD,México
1405,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,15542.8690279515,USD,México
1406,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,4782.42123936968,USD,México
1407,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,53973.0397014578,USD,México
1408,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,9394.04172019044,USD,México
1409,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,1708.00758548917,USD,México
1410,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,1366.40606839134,USD,México
1411,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,1537.20682694025,USD,México
1412,Darunavir400mg,ADJUDICACIÓN  DIRECTA,Compra Directa,CENSIDA,"FARMACEUTICOS MAYPO, S.A. DE C.V.",2018-08-31,16738.4743377939,USD,México
