OCID,CONTRACT_TITLE,CONTRACT_TYPE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,CONTRACT_START_DATE,CONTRACT_END_DATE,CONTRACT_AMOUNT,CONTRACT_CURRENCY,País
236,Abacavir 300mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,16/10/2017,," 44.513,21 ",USD,Guatemala
237,Zidovudina 50mg/5ml solucion oral frasco 240 ml,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,14/12/2017,," 49.385,90 ",USD,Guatemala
238,Efavirenz 600mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,16/11/2017,," 55.781,35 ",USD,Guatemala
239,Lopinavir + Ritonavir 200mg+50mg,,Cotización (Art. 38 LCE),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",06/03/2017,," 71.514,37 ",USD,Guatemala
240,Ritonavir 100mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,07/12/2017,," 92.537,43 ",USD,Guatemala
241,Etravirina 200mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,11/08/2017,," 93.731,84 ",USD,Guatemala
242,Abacavir+Lamivudina 600 + 300mg/tab,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,11/10/2017,," 95.467,54 ",USD,Guatemala
243,Emtricitabina+Tenofovir 300+200mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,11/10/2017,," 98.433,80 ",USD,Guatemala
244,Raltegravir 400 mg tableta masticables frasco 60 tab,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,10/11/2017,," 99.268,06 ",USD,Guatemala
245,Maraviroc 150mg,,Cotización (Art. 38 LCE),MINISTERIO DE SALUD,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",27/09/2017,," 112.691,04 ",USD,Guatemala
246,Didanosine EC 250mg,,Cotización (Art. 38 LCE),MINISTERIO DE SALUD,"MEDICAMENTOS AVANZADOS, SOCIEDAD ANONIMA",05/10/2017,," 119.614,95 ",USD,Guatemala
247,Zidovudina + Lamivudina 300 mg +150 mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,16/11/2017,," 168.825,25 ",USD,Guatemala
248,Emtricitabina+Tenofovir +Efavirenz 200 mg + 300 mg +600 mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,11/10/2017,," 331.132,33 ",USD,Guatemala
249,Emtricitabina+Tenofovir +Efavirenz 200 mg + 300 mg +600 mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,11/10/2017,," 444.683,74 ",USD,Guatemala
250,Lopinavir + Ritonavir 200mg+50mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,11/08/2017,," 524.619,43 ",USD,Guatemala
251,Lopinavir + Ritonavir 200mg+50mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,07/12/2017,," 2.255.135,75 ",USD,Guatemala
252,Abacavir 60mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD PÚBLICA,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,20/02/2019,," 5.511,16 ",USD,Guatemala
253,COBICISTAT + ELVITEGRAVIR + TENOFOVIR ALAFENAMIDA + EMTRICITABINA,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,"STENDHAL, SOCIEDAD ANONIMA",18/02/2019,, 11.657 ,USD,Guatemala
254,COBICISTAT + ELVITEGRAVIR + TENOFOVIR ALAFENAMIDA + EMTRICITABINA,,Licitación Pública (Art. 17 LCE),MINISTERIO DE SALUD PÚBLICA,CENTRO DISTRIBUIDOR SOCIEDAD ANONIMA,09/09/2019,, 472.549 ,USD,Guatemala
255,COBICISTAT + ELVITEGRAVIR + TENOFOVIR ALAFENAMIDA + EMTRICITABINA,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"STENDHAL, SOCIEDAD ANONIMA",13/06/2019,, 11.428 ,USD,Guatemala
256,COBICISTAT + ELVITEGRAVIR + TENOFOVIR ALAFENAMIDA + EMTRICITABINA,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,CENTRO DISTRIBUIDOR SOCIEDAD ANONIMA,11/09/2019,, 10.913 ,USD,Guatemala
257,COBICISTAT + ELVITEGRAVIR + TENOFOVIR ALAFENAMIDA + EMTRICITABINA,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,CENTRO DISTRIBUIDOR SOCIEDAD ANONIMA,08/10/2019,, 10.913 ,USD,Guatemala
258,COBICISTAT + ELVITEGRAVIR + TENOFOVIR ALAFENAMIDA + EMTRICITABINA,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,CENTRO DISTRIBUIDOR SOCIEDAD ANONIMA,04/12/2019,, 5.529 ,USD,Guatemala
259,COBICISTAT + ELVITEGRAVIR + TENOFOVIR ALAFENAMIDA + EMTRICITABINA,,Adquisición Directa por Ausencia de Oferta (Art. 32 LCE),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,CENTRO DISTRIBUIDOR SOCIEDAD ANONIMA,26/12/2019,, 104.041 ,USD,Guatemala
260,Emtricitabina+Tenofovir 300+200mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD PÚBLICA,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,20/02/2019,," 42.034,57 ",USD,Guatemala
261,Tenofovir Alafenamida Fumarato 25 mg tableta,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,"FARMEN, SOCIEDAD ANONIMA",16/05/2019,," 5.219,95 ",USD,Guatemala
262,Tenofovir Alafenamida Fumarato 25 mg tableta,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,"FARMEN, SOCIEDAD ANONIMA",05/09/2019,," 10.439,89 ",USD,Guatemala
263,Tenofovir Alafenamida Fumarato 25 mg tableta,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,"FARMEN, SOCIEDAD ANONIMA",15/11/2019,," 10.439,89 ",USD,Guatemala
264,Darunavir 600mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD PÚBLICA,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,21/02/2019,," 34.776,96 ",USD,Guatemala
265,Darunavir 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",09/04/2019,," 11.531,82 ",USD,Guatemala
266,Darunavir 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,"J.I. COHEN, SOCIEDAD ANONIMA",16/05/2019,," 11.531,82 ",USD,Guatemala
267,Darunavir 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",17/07/2019,," 11.531,82 ",USD,Guatemala
268,Darunavir 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,"J.I. COHEN, SOCIEDAD ANONIMA",29/08/2019,," 11.531,82 ",USD,Guatemala
269,Darunavir 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,"J.I. COHEN, SOCIEDAD ANONIMA",19/09/2019,," 11.531,82 ",USD,Guatemala
270,Darunavir 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",19/09/2019,," 11.531,82 ",USD,Guatemala
271,Darunavir 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,DROGUERIA COLON SOCIEDAD ANONIMA,25/09/2019,," 5.143,96 ",USD,Guatemala
272,Darunavir 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,"J.I. COHEN, SOCIEDAD ANONIMA",24/09/2019,," 11.531,82 ",USD,Guatemala
273,Darunavir 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,DROGUERIA COLON SOCIEDAD ANONIMA,08/10/2019,," 10.287,91 ",USD,Guatemala
274,Darunavir 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,DROGUERIA COLON SOCIEDAD ANONIMA,29/10/2019,," 10.973,78 ",USD,Guatemala
275,Darunavir 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,DROGUERIA COLON SOCIEDAD ANONIMA,22/11/2019,," 10.973,78 ",USD,Guatemala
276,Darunavir 600mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,DROGUERIA COLON SOCIEDAD ANONIMA,25/11/2019,," 6.172,75 ",USD,Guatemala
277,Etravirina 100mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,"J.I. COHEN, SOCIEDAD ANONIMA",22/05/2019,," 11.459,18 ",USD,Guatemala
278,Etravirina 100mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",17/07/2019,," 4.911,08 ",USD,Guatemala
279,Etravirina 100mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,"J.I. COHEN, SOCIEDAD ANONIMA",05/11/2019,," 10.640,67 ",USD,Guatemala
280,Lopinavir + Ritonavir 80mg+20mg/ml,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",09/04/2019,," 10.100,86 ",USD,Guatemala
281,Lopinavir + Ritonavir 80mg+20mg/ml,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",17/07/2019,," 7.575,65 ",USD,Guatemala
282,Lopinavir + Ritonavir 80mg+20mg/ml,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",14/08/2019,," 2.314,78 ",USD,Guatemala
283,Lopinavir + Ritonavir 80mg+20mg/ml,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,"J.I. COHEN, SOCIEDAD ANONIMA",11/09/2019,," 10.942,60 ",USD,Guatemala
284,Lopinavir + Ritonavir 80mg+20mg/ml,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,"J.I. COHEN, SOCIEDAD ANONIMA",11/09/2019,," 4.208,69 ",USD,Guatemala
285,Lopinavir + Ritonavir 80mg+20mg/ml,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",03/10/2019,," 10.311,30 ",USD,Guatemala
286,Ritonavir 100mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"J.I. COHEN, SOCIEDAD ANONIMA",21/03/2019,," 4.346,41 ",USD,Guatemala
287,Nevirapina 200mg,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD PÚBLICA,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,20/02/2019,," 45.552,89 ",USD,Guatemala
288,Raltegravir 400 mg tableta masticables frasco 60 tab,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD PÚBLICA,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,27/02/2019,," 192.643,82 ",USD,Guatemala
289,Raltegravir 100 mg tableta masticables frasco 60 tab,,Convenios y Tratados Internacionales (Art. 1 LCE),MINISTERIO DE SALUD PÚBLICA,ORGANIZACION SANITARIA PANAMERICANA / OFICINA SANITARIA PANAMERICANA97,27/02/2019,," 9.194,15 ",USD,Guatemala
290,Raltegravir 400 mg tableta masticables frasco 60 tab,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,"J.I. COHEN, SOCIEDAD ANONIMA",22/05/2019,," 8.736,93 ",USD,Guatemala
291,Raltegravir 400 mg tableta masticables frasco 60 tab,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,"J.I. COHEN, SOCIEDAD ANONIMA",08/08/2019,," 11.358,01 ",USD,Guatemala
292,Zidovudina+Lamivudina+Nevirapina 300+150+200mg/tab,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),ASOCIACIÓN HOSPICIO DE SAN JOSÉ,"BECO FARMA, SOCIEDAD ANONIMA",11/04/2019,," 9.574,77 ",USD,Guatemala
293,Dolutegravir 50Mg,,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),MINISTERIO DE SALUD PÚBLICA,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",05/08/2019,," 11.356,06 ",USD,Guatemala
294,Zidovudina + Lamivudina 300 mg +150 mg,,Subasta Inversa Electrónica,Centro Nacional De Abastecimineto de Recursos Estrategicos en Salud - CENARES,Seven Pharma S.A.C,21/01/2020,," 438.729,54 ",USD,Perú
295,Zidovudina 10 ml inyectable,,Subasta Inversa Electrónica,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,Organización Panamericana de la Salud OPS/OMS,07/11/2019,," 4.047,15 ",USD,Perú
296,Zidovudina 50mg/5ml solucion oral frasco 240 ml,,Fondo Rotatorio Regional para la Adquisicion de productos estrategicos de salud publica,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,OPS,17/05/2019,," 50.227,40 ",USD,Perú
297,Zidovudina+Lamivudina+Nevirapina 300+150+200mg/tab,,Subasta Inversa Electrónica,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,Seven Pharma S.A.C,29/01/2019,," 119.149,61 ",USD,Perú
298,Emtricitabina+Tenofovir +Efavirenz 200 mg + 300 mg +600 mg,,Subasta Inversa Electrónica,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,PHARMARIS PERU S.A.C,15/04/2018,," 4.541.580,42 ",USD,Perú
299,Emtricitabina+Tenofovir 300+200mg,,Subasta Inversa Electrónica,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,PHARMARIS PERU S.A.C,28/03/2018,," 152.111,81 ",USD,Perú
300,Tenofovir disoproxil fumarate 300 MG/tab,,Subasta Inversa Electrónica,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,Seven Pharma S.A.C,03/05/2018,," 276.539,27 ",USD,Perú
301,Zidovudina + Lamivudina 300 mg +150 mg,,Subasta Inversa Electrónica,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,Seven Pharma S.A.C,21/01/2020,," 438.729,54 ",USD,Perú
302,Zidovudina+Lamivudina+Nevirapina 300+150+200mg/tab,,Subasta Inversa Electrónica,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,Seven Pharma S.A.C,29/01/2019,," 119.149,12 ",USD,Perú
303,Lopinavir + Ritonavir 200mg+50mg,,Subasta Inversa Electrónica,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,Mylan Laboratories Limited,26/12/2019,," 2.391.397,68 ",USD,Perú
304,Lopinavir + Ritonavir 80mg+20mg/ml,,Subasta Inversa Electrónica,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,ABBVIE S.A.S. SUCURSAL DEL PERÚ,12/09/2019,," 61.129,77 ",USD,Perú
305,Lopinavir + Ritonavir 80mg+20mg/ml,,Subasta Inversa Electrónica,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,NORTH LIFE PHARMA DMCC,10/04/2018,," 36.240,88 ",USD,Perú
306,Ritonavir 100mg,,Subasta Inversa Electrónica,CEABE-ESSALUD,PHARMARIS PERU S.A.C,23/07/2018,," 168.844,11 ",USD,Perú
307,Atazanavir + Ritonavir 300mg + 100mg,,Por la entidad,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,Mylan Laboratories Limited,23/12/2019,," 1.225.468,89 ",USD,Perú
308,Atazanavir (sulfato) 300 mg,,Licitacion publica,SEGURO SOCIAL DE SALUD,PHARMARIS PERU S.A.C,22/11/2019,," 832.597,12 ",USD,Perú
309,Darunavir 600mg,,Licitacion publica,CEABE-ESSALUD,JOHNSON & JOHNSON DEL PERU S.A,10/05/2018,," 251.546,69 ",USD,Perú
310,Raltegravir (potasico) 400mg,,Licitacion publica,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,NORTH LIFE PHARMA DMCC,09/05/2019,," 1.532.603,72 ",USD,Perú
311,Raltegravir (potasico) 400mg,,Adjudicación Simplificada,SEGURO SOCIAL DE SALUD,MERCK SHARP Y DOHME PERU S.R.L,24/04/2019,," 107.778,98 ",USD,Perú
312,Raltegravir 100 mg tableta masticables frasco 60 tab,,Contratación Directa,INSTITUTO NACIONAL DE SALUD DEL NIÑO,CONSORCIO QUIMICA SUIZA S.A. - MERCK SHARP & DOHME PERÚ S.R.L.,15/08/2018,," 38.259,16 ",USD,Perú
313,Raltegravir (potasico) 400mg,,Contratación Directa,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,CONSORCIO QUIMICA SUIZA S.A. - MERCK SHARP & DOHME PERÚ S.R.L.,04/02/2018,," 4.976.307,77 ",USD,Perú
314,Raltegravir (potasico) 400mg,,Contratación Directa,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,CONSORCIO QUIMICA SUIZA S.A. - MERCK SHARP & DOHME PERÚ S.R.L.,06/12/2017,," 1.842.107,22 ",USD,Perú
315,Raltegravir (potasico) 400mg,,Contratación Directa,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,CONSORCIO QUIMICA SUIZA S.A. - MERCK SHARP & DOHME PERÚ S.R.L.,06/12/2017,," 66.795,02 ",USD,Perú
316,Maraviroc 150mg,,Contratación Directa,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,GLAXOSMITHKLINE PERU S.A.,15/08/2019,," 55.475,27 ",USD,Perú
317,Etravirina 200mg,,Contratación Directa,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,JOHNSON & JOHNSON DEL PERU S.A,08/12/2019,," 774.540,49 ",USD,Perú
318,Etravirina 200mg,,Contratación Directa,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,JOHNSON & JOHNSON DEL PERU S.A,18/04/2018,," 574.073,62 ",USD,Perú
319,Etravirina 100mg,,Contratación Directa,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,JOHNSON & JOHNSON DEL PERU S.A,14/06/2017,," 301.924,52 ",USD,Perú
320,Etravirina 100mg,,Contratación Directa,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,JOHNSON & JOHNSON DEL PERU S.A,14/06/2017,," 108.185,85 ",USD,Perú
